ID	 pred 	 actual 	 correct
9	1961	2019	False
7143	1962	1966	True
3169	1961	2001	False
5740	1965	1985	False
1268	1964	2011	False
7453	1965	1964	False
1253	1964	2012	False
19	1965	2019	False
3285	1961	2000	False
3168	1963	2001	False
2677	1965	2004	False
340	1961	2017	False
3750	1965	1997	False
4037	1963	1996	False
7527	1965	1964	False
4828	1965	1991	False
4780	1964	1991	False
5050	1965	1989	False
3247	1965	2000	False
4893	1965	1990	False
5188	1961	1989	False
3673	1961	1998	False
517	1961	2016	False
5594	1965	1986	False
453	1965	2016	False
6830	1965	1968	True
1597	1963	2010	False
4872	1964	1991	False
7610	1962	1963	True
4210	1963	1995	False
7643	1962	1963	True
822	1965	2014	False
1765	1965	2009	False
6522	1962	1969	True
4388	1963	1994	False
6014	1965	1978	False
63	1964	2019	False
2960	1961	2002	False
7332	1962	1965	True
7538	1964	1964	True
3557	1964	1999	False
2426	1965	2005	False
1826	1964	2008	False
4158	1963	1995	False
2553	1964	2004	False
6045	1960	1977	False
7770	1962	1962	True
6761	1962	1968	True
7226	1963	1965	True
3830	1964	1997	False
7927	1962	1961	False
1176	1964	2012	False
6704	1964	1968	True
3109	1961	2001	False
7032	1965	1966	True
2746	1964	2003	False
4616	1962	1992	False
5271	1965	1988	False
5758	1965	1985	False
7961	1962	1961	False
7793	1962	1962	True
3311	1961	2000	False
1376	1964	2011	False
3568	1965	1999	False
1442	1965	2010	False
1127	1963	2012	False
3927	1965	1996	False
2040	1962	2007	False
4602	1965	1992	False
3226	1965	2000	False
3919	1965	1997	False
4488	1964	1993	False
1573	1965	2010	False
4300	1961	1994	False
2312	1965	2006	False
6019	1961	1978	False
334	1965	2017	False
2090	1965	2007	False
2480	1961	2005	False
4407	1964	1993	False
3366	1964	2000	False
4379	1961	1994	False
3766	1965	1997	False
4857	1964	1991	False
6168	1965	1976	False
6219	1961	1973	False
3240	1961	2000	False
3570	1965	1999	False
1096	1965	2012	False
2759	1963	2003	False
3609	1964	1998	False
3040	1961	2002	False
4279	1965	1994	False
4280	1965	1994	False
1046	1965	2013	False
1457	1965	2010	False
2385	1965	2005	False
2568	1961	2004	False
4169	1961	1995	False
6064	1961	1977	False
6130	1964	1977	False
2451	1964	2005	False
1067	1965	2013	False
2795	1965	2003	False
7728	1965	1962	False
1556	1961	2010	False
2898	1965	2002	False
5425	1965	1987	False
2333	1961	2006	False
1780	1964	2009	False
4598	1965	1992	False
2219	1961	2006	False
8246	1962	1960	False
7673	1965	1963	False
1592	1965	2010	False
4686	1964	1992	False
5308	1964	1988	False
4123	1961	1995	False
4132	1965	1995	False
3264	1965	2000	False
2308	1960	2006	False
8075	1965	1961	False
4016	1960	1996	False
4804	1961	1991	False
1593	1960	2010	False
7380	1964	1965	True
2013	1963	2007	False
7338	1961	1965	True
5724	1962	1985	False
5211	1965	1988	False
3019	1961	2002	False
3290	1965	2000	False
4883	1964	1991	False
2927	1962	2002	False
7977	1965	1961	False
1440	1962	2010	False
3271	1964	2000	False
6504	1965	1969	True
4344	1963	1994	False
4531	1961	1993	False
7419	1964	1964	True
5385	1964	1987	False
4256	1961	1994	False
661	1961	2015	False
4639	1965	1992	False
1629	1965	2009	False
6657	1962	1969	True
1625	1961	2009	False
2170	1965	2006	False
6133	1964	1977	False
3899	1965	1997	False
1738	1965	2009	False
3212	1961	2001	False
5739	1965	1985	False
6896	1962	1967	True
2049	1965	2007	False
574	1962	2015	False
7342	1961	1965	True
5296	1964	1988	False
8198	1962	1960	False
2387	1963	2005	False
1455	1964	2010	False
1776	1965	2009	False
2058	1963	2007	False
7251	1962	1965	True
1584	1961	2010	False
6110	1964	1977	False
456	1961	2016	False
5687	1964	1985	False
4913	1960	1990	False
429	1960	2016	False
6753	1965	1968	True
2244	1961	2006	False
556	1964	2015	False
1782	1965	2009	False
7211	1962	1965	True
1985	1964	2007	False
6399	1965	1970	True
5204	1964	1988	False
3293	1964	2000	False
7948	1962	1961	False
680	1964	2015	False
5276	1965	1988	False
400	1965	2016	False
1041	1965	2013	False
1311	1960	2011	False
7544	1962	1963	True
3210	1963	2001	False
3439	1964	1999	False
2524	1965	2004	False
3898	1965	1997	False
7012	1961	1967	True
5130	1961	1989	False
5197	1965	1989	False
5874	1962	1984	False
1475	1964	2010	False
7037	1961	1966	True
1792	1964	2009	False
1265	1965	2011	False
1984	1963	2007	False
3901	1965	1997	False
2896	1963	2002	False
2776	1964	2003	False
5351	1963	1988	False
3479	1961	1999	False
4995	1965	1990	False
2225	1965	2006	False
7093	1962	1966	True
2958	1964	2002	False
6039	1965	1977	False
4636	1962	1992	False
5989	1962	1980	False
3071	1964	2001	False
1871	1962	2008	False
3938	1965	1996	False
6033	1965	1978	False
5432	1962	1987	False
997	1965	2013	False
3575	1965	1998	False
233	1965	2018	False
2184	1961	2006	False
7671	1965	1963	False
7636	1961	1963	True
1332	1965	2011	False
3526	1964	1999	False
1295	1963	2011	False
2179	1962	2006	False
1586	1965	2010	False
1547	1964	2010	False
5833	1964	1984	False
3143	1963	2001	False
1395	1965	2011	False
1375	1961	2011	False
1552	1961	2010	False
1333	1964	2011	False
8036	1961	1961	True
6080	1961	1977	False
5034	1965	1990	False
1181	1965	2012	False
2410	1965	2005	False
2721	1964	2003	False
595	1961	2015	False
7794	1962	1962	True
753	1965	2014	False
6878	1962	1967	True
2851	1964	2003	False
5380	1965	1987	False
3120	1965	2001	False
5178	1962	1989	False
6508	1962	1969	True
8145	1962	1960	False
1698	1965	2009	False
3643	1965	1998	False
1836	1964	2008	False
1143	1964	2012	False
4943	1963	1990	False
190	1965	2018	False
2991	1965	2002	False
6600	1961	1969	True
5222	1963	1988	False
4766	1964	1991	False
3631	1963	1998	False
2739	1965	2003	False
5789	1965	1985	False
7280	1962	1965	True
4705	1962	1992	False
1151	1962	2012	False
7932	1962	1961	False
384	1964	2016	False
7174	1962	1966	True
2954	1964	2002	False
5353	1961	1988	False
4137	1965	1995	False
1215	1964	2012	False
1898	1964	2008	False
2652	1964	2004	False
5061	1965	1989	False
3347	1961	2000	False
1217	1965	2012	False
3741	1965	1998	False
7832	1962	1962	True
2081	1962	2007	False
1142	1965	2012	False
5025	1962	1990	False
7117	1962	1966	True
1888	1963	2008	False
5732	1961	1985	False
4575	1965	1992	False
5668	1961	1985	False
5838	1965	1984	False
6073	1965	1977	False
2101	1961	2007	False
4791	1961	1991	False
7165	1962	1966	True
5551	1965	1986	False
7425	1964	1964	True
2595	1962	2004	False
1744	1965	2009	False
1112	1964	2012	False
1458	1965	2010	False
984	1961	2013	False
912	1965	2014	False
2114	1965	2007	False
133	1965	2019	False
3153	1964	2001	False
5069	1961	1989	False
4025	1961	1996	False
1419	1961	2011	False
1153	1961	2012	False
3294	1964	2000	False
3826	1965	1997	False
981	1965	2013	False
1386	1961	2011	False
5829	1965	1984	False
5854	1962	1984	False
1093	1961	2012	False
3176	1961	2001	False
3971	1965	1996	False
1225	1961	2012	False
4499	1965	1993	False
5809	1961	1985	False
1875	1963	2008	False
6584	1965	1969	True
1894	1965	2008	False
2158	1961	2006	False
871	1965	2014	False
1576	1961	2010	False
1470	1963	2010	False
199	1964	2018	False
1048	1964	2013	False
6563	1965	1969	True
1833	1961	2008	False
7138	1965	1966	True
943	1963	2013	False
3812	1964	1997	False
1643	1965	2009	False
6854	1964	1967	True
6697	1962	1968	True
2281	1965	2006	False
408	1963	2016	False
5867	1965	1984	False
6290	1965	1972	True
4347	1964	1994	False
624	1961	2015	False
159	1961	2018	False
6473	1961	1970	True
1602	1964	2010	False
7298	1965	1965	True
1859	1965	2008	False
8179	1962	1960	False
956	1965	2013	False
1610	1960	2010	False
4089	1965	1996	False
2106	1961	2007	False
1379	1965	2011	False
1079	1964	2013	False
2714	1963	2003	False
1061	1965	2013	False
2196	1965	2006	False
6977	1965	1967	True
2465	1963	2005	False
5254	1961	1988	False
1094	1965	2012	False
1429	1961	2011	False
3603	1964	1998	False
1234	1965	2012	False
2967	1964	2002	False
4847	1965	1991	False
1553	1963	2010	False
1971	1961	2008	False
3152	1964	2001	False
6828	1962	1968	True
600	1961	2015	False
6779	1962	1968	True
742	1965	2014	False
7706	1962	1963	True
7055	1965	1966	True
2154	1961	2006	False
7774	1965	1962	False
2238	1961	2006	False
2975	1965	2002	False
4384	1964	1994	False
6614	1962	1969	True
1274	1964	2011	False
4524	1961	1993	False
3102	1965	2001	False
2412	1965	2005	False
4483	1965	1993	False
2045	1961	2007	False
4334	1965	1994	False
3174	1965	2001	False
821	1965	2014	False
576	1965	2015	False
1719	1965	2009	False
1134	1965	2012	False
7540	1961	1963	True
3150	1964	2001	False
6884	1962	1967	True
5373	1964	1987	False
160	1964	2018	False
2076	1965	2007	False
2505	1960	2005	False
4820	1964	1991	False
1671	1964	2009	False
4090	1963	1996	False
621	1965	2015	False
7889	1962	1962	True
2274	1964	2006	False
3828	1964	1997	False
655	1965	2015	False
2156	1965	2006	False
1882	1963	2008	False
1589	1965	2010	False
2514	1964	2004	False
2640	1964	2004	False
3410	1964	1999	False
1211	1962	2012	False
4558	1965	1992	False
2357	1965	2005	False
3197	1962	2001	False
6352	1963	1970	True
3454	1965	1999	False
5165	1961	1989	False
6048	1961	1977	False
6351	1965	1970	True
1574	1965	2010	False
1539	1964	2010	False
6419	1965	1970	True
376	1965	2017	False
2284	1965	2006	False
761	1961	2014	False
4066	1964	1996	False
1207	1965	2012	False
6213	1960	1975	False
936	1965	2013	False
3807	1965	1997	False
2181	1962	2006	False
5824	1961	1984	False
3093	1965	2001	False
6212	1964	1975	False
3553	1963	1999	False
4354	1965	1994	False
1287	1964	2011	False
1462	1961	2010	False
1805	1961	2008	False
8021	1962	1961	False
2078	1965	2007	False
5213	1961	1988	False
6516	1962	1969	True
297	1965	2017	False
7310	1965	1965	True
2695	1961	2003	False
1409	1965	2011	False
3408	1965	1999	False
6546	1962	1969	True
7559	1962	1963	True
7564	1962	1963	True
668	1965	2015	False
5654	1964	1986	False
5478	1960	1987	False
806	1965	2014	False
1240	1963	2012	False
3500	1963	1999	False
2823	1962	2003	False
1006	1963	2013	False
3999	1965	1996	False
5518	1965	1986	False
5681	1964	1985	False
5929	1965	1982	False
88	1965	2019	False
4502	1961	1993	False
5075	1964	1989	False
1787	1964	2009	False
3382	1964	2000	False
6902	1962	1967	True
4445	1964	1993	False
2844	1961	2003	False
4693	1965	1992	False
3331	1964	2000	False
2455	1963	2005	False
2036	1961	2007	False
2059	1965	2007	False
5327	1964	1988	False
5545	1961	1986	False
3913	1964	1997	False
41	1964	2019	False
843	1965	2014	False
4714	1965	1992	False
868	1965	2014	False
392	1965	2016	False
4187	1961	1995	False
2075	1961	2007	False
510	1965	2016	False
2311	1961	2006	False
3972	1965	1996	False
165	1963	2018	False
977	1965	2013	False
1923	1965	2008	False
6114	1964	1977	False
5514	1965	1987	False
2125	1965	2007	False
1916	1963	2008	False
3419	1965	1999	False
1321	1964	2011	False
1621	1965	2009	False
3014	1965	2002	False
7979	1962	1961	False
1966	1964	2008	False
5713	1961	1985	False
4178	1965	1995	False
6585	1965	1969	True
5963	1965	1981	False
930	1961	2013	False
3358	1964	2000	False
636	1961	2015	False
861	1965	2014	False
4782	1965	1991	False
4397	1963	1994	False
5598	1964	1986	False
2	1965	2019	False
1520	1962	2010	False
2578	1965	2004	False
6939	1964	1967	True
4936	1961	1990	False
4141	1963	1995	False
7090	1961	1966	True
6870	1961	1967	True
781	1965	2014	False
656	1963	2015	False
1224	1963	2012	False
6338	1961	1970	True
2214	1964	2006	False
4743	1961	1991	False
6952	1962	1967	True
8047	1962	1961	False
6084	1965	1977	False
6982	1965	1967	True
1626	1961	2009	False
307	1965	2017	False
5065	1961	1989	False
7248	1962	1965	True
5412	1964	1987	False
374	1965	2017	False
8222	1962	1960	False
6031	1961	1978	False
443	1963	2016	False
7617	1962	1963	True
807	1964	2014	False
932	1965	2013	False
7106	1962	1966	True
1123	1965	2012	False
590	1965	2015	False
7129	1962	1966	True
4408	1964	1993	False
7941	1962	1961	False
1503	1964	2010	False
1496	1965	2010	False
7994	1962	1961	False
2102	1964	2007	False
1523	1965	2010	False
1005	1965	2013	False
6295	1965	1971	True
1648	1965	2009	False
864	1964	2014	False
6660	1962	1969	True
3890	1961	1997	False
933	1965	2013	False
2599	1964	2004	False
8059	1963	1961	False
7177	1965	1966	True
1368	1965	2011	False
3986	1961	1996	False
6471	1962	1970	True
5370	1964	1987	False
3931	1964	1996	False
5501	1965	1987	False
5512	1964	1987	False
1480	1961	2010	False
749	1965	2014	False
5780	1963	1985	False
7486	1965	1964	False
4805	1964	1991	False
7500	1960	1964	True
5435	1964	1987	False
6361	1965	1970	True
7388	1965	1964	False
369	1964	2017	False
1760	1965	2009	False
7439	1963	1964	True
7215	1962	1965	True
1977	1963	2007	False
2584	1962	2004	False
1618	1965	2009	False
5610	1965	1986	False
6708	1962	1968	True
2392	1965	2005	False
2631	1965	2004	False
1735	1965	2009	False
4151	1965	1995	False
2432	1963	2005	False
220	1964	2018	False
2026	1962	2007	False
39	1964	2019	False
3303	1965	2000	False
3726	1965	1998	False
6414	1963	1970	True
4444	1965	1993	False
1436	1965	2011	False
2532	1965	2004	False
240	1960	2018	False
1438	1960	2011	False
6118	1961	1977	False
1179	1964	2012	False
5660	1961	1986	False
1066	1962	2013	False
2452	1965	2005	False
939	1965	2013	False
6010	1965	1978	False
7477	1965	1964	False
1452	1964	2010	False
3190	1965	2001	False
8094	1962	1960	False
3308	1964	2000	False
6243	1965	1973	True
5890	1961	1983	False
6892	1961	1967	True
996	1965	2013	False
282	1965	2018	False
6772	1962	1968	True
2864	1965	2003	False
4724	1961	1991	False
1111	1965	2012	False
4051	1961	1996	False
416	1964	2016	False
1459	1961	2010	False
2485	1964	2005	False
2762	1961	2003	False
176	1961	2018	False
4464	1965	1993	False
6437	1964	1970	True
6848	1962	1967	True
5904	1964	1983	False
8074	1962	1961	False
4227	1961	1995	False
5033	1965	1990	False
1914	1964	2008	False
8142	1963	1960	False
7556	1962	1963	True
7771	1965	1962	False
2816	1965	2003	False
3471	1963	1999	False
2006	1961	2007	False
876	1965	2014	False
3007	1961	2002	False
321	1964	2017	False
3979	1964	1996	False
3283	1964	2000	False
2305	1961	2006	False
2340	1965	2005	False
1781	1965	2009	False
435	1961	2016	False
754	1965	2014	False
7575	1961	1963	True
2113	1965	2007	False
2422	1964	2005	False
4626	1961	1992	False
4671	1963	1992	False
6998	1962	1967	True
5146	1965	1989	False
3582	1961	1998	False
6636	1965	1969	True
1778	1962	2009	False
148	1965	2018	False
2407	1965	2005	False
322	1965	2017	False
1051	1965	2013	False
7408	1961	1964	True
4679	1963	1992	False
5436	1964	1987	False
582	1964	2015	False
3350	1964	2000	False
439	1965	2016	False
2030	1965	2007	False
2546	1964	2004	False
3101	1964	2001	False
2232	1962	2006	False
6860	1961	1967	True
4884	1964	1990	False
6722	1964	1968	True
2734	1965	2003	False
2698	1961	2003	False
1641	1965	2009	False
5117	1965	1989	False
1357	1962	2011	False
611	1961	2015	False
3835	1961	1997	False
4548	1964	1993	False
966	1965	2013	False
6796	1965	1968	True
5975	1962	1981	False
1284	1965	2011	False
7758	1962	1962	True
4987	1965	1990	False
916	1964	2013	False
7040	1962	1966	True
4922	1961	1990	False
2157	1961	2006	False
5773	1965	1985	False
1928	1962	2008	False
1932	1965	2008	False
4620	1963	1992	False
5554	1963	1986	False
8079	1962	1960	False
2328	1965	2006	False
3748	1965	1997	False
951	1965	2013	False
2860	1961	2003	False
3418	1965	1999	False
4668	1965	1992	False
2000	1961	2007	False
5306	1960	1988	False
172	1961	2018	False
6368	1961	1970	True
6603	1962	1969	True
2717	1961	2003	False
2371	1964	2005	False
4145	1965	1995	False
1298	1961	2011	False
5315	1963	1988	False
2449	1964	2005	False
3426	1965	1999	False
5893	1965	1983	False
508	1961	2016	False
6823	1964	1968	True
7365	1965	1965	True
6405	1962	1970	True
898	1965	2014	False
4889	1965	1990	False
1884	1964	2008	False
2138	1961	2007	False
3330	1963	2000	False
4691	1961	1992	False
3617	1965	1998	False
2732	1961	2003	False
1173	1961	2012	False
1991	1962	2007	False
6388	1961	1970	True
1659	1965	2009	False
4377	1964	1994	False
1170	1961	2012	False
1609	1965	2010	False
5482	1964	1987	False
229	1965	2018	False
1649	1964	2009	False
348	1964	2017	False
1138	1961	2012	False
3013	1965	2002	False
5342	1964	1988	False
6188	1960	1976	False
7073	1965	1966	True
1278	1965	2011	False
7946	1962	1961	False
3005	1964	2002	False
4205	1964	1995	False
6152	1964	1976	False
2450	1965	2005	False
2543	1964	2004	False
5806	1962	1985	False
5523	1962	1986	False
4758	1961	1991	False
4879	1965	1991	False
6464	1961	1970	True
8111	1962	1960	False
5751	1964	1985	False
4688	1964	1992	False
1612	1965	2010	False
2885	1965	2002	False
5079	1965	1989	False
5408	1965	1987	False
2775	1964	2003	False
1707	1963	2009	False
492	1965	2016	False
1390	1960	2011	False
6812	1964	1968	True
1425	1961	2011	False
3376	1961	2000	False
3145	1964	2001	False
1564	1961	2010	False
747	1961	2014	False
7515	1965	1964	False
6145	1965	1976	False
1868	1961	2008	False
5937	1965	1982	False
3870	1965	1997	False
49	1965	2019	False
4589	1964	1992	False
7751	1962	1962	True
5126	1965	1989	False
8186	1962	1960	False
4336	1964	1994	False
5486	1961	1987	False
1814	1962	2008	False
1402	1965	2011	False
1533	1964	2010	False
7398	1961	1964	True
4655	1965	1992	False
2644	1964	2004	False
1808	1964	2008	False
620	1963	2015	False
6532	1962	1969	True
4120	1965	1995	False
8153	1962	1960	False
1456	1964	2010	False
501	1965	2016	False
7704	1962	1963	True
1802	1965	2008	False
4333	1965	1994	False
6724	1962	1968	True
4618	1964	1992	False
3060	1961	2001	False
1424	1965	2011	False
4222	1961	1995	False
3175	1964	2001	False
341	1961	2017	False
3680	1961	1998	False
6436	1964	1970	True
4520	1964	1993	False
2204	1965	2006	False
4539	1965	1993	False
857	1965	2014	False
2681	1965	2004	False
7191	1965	1966	True
934	1964	2013	False
5454	1963	1987	False
550	1965	2016	False
4790	1965	1991	False
3851	1965	1997	False
6801	1962	1968	True
773	1965	2014	False
5912	1962	1983	False
7483	1965	1964	False
8126	1962	1960	False
3993	1964	1996	False
5964	1965	1981	False
1374	1963	2011	False
3041	1965	2002	False
4553	1965	1992	False
642	1963	2015	False
1233	1964	2012	False
1855	1965	2008	False
1305	1965	2011	False
7516	1965	1964	False
709	1961	2015	False
2074	1961	2007	False
6906	1962	1967	True
5313	1961	1988	False
4430	1961	1993	False
2254	1963	2006	False
5401	1963	1987	False
7503	1965	1964	False
2255	1963	2006	False
1675	1964	2009	False
7944	1962	1961	False
1919	1965	2008	False
3082	1965	2001	False
674	1964	2015	False
2521	1965	2004	False
3561	1964	1999	False
1878	1964	2008	False
5969	1965	1981	False
1036	1964	2013	False
4273	1962	1994	False
5636	1965	1986	False
1996	1961	2007	False
4060	1961	1996	False
1252	1961	2012	False
2892	1964	2002	False
5536	1962	1986	False
5255	1965	1988	False
4245	1963	1995	False
6785	1962	1968	True
827	1965	2014	False
1249	1965	2012	False
2215	1961	2006	False
7	1965	2019	False
6553	1962	1969	True
2830	1965	2003	False
5520	1961	1986	False
5585	1965	1986	False
8217	1962	1960	False
583	1965	2015	False
6965	1961	1967	True
6099	1965	1977	False
698	1964	2015	False
6749	1961	1968	True
1748	1964	2009	False
295	1965	2017	False
4225	1965	1995	False
6786	1962	1968	True
5726	1961	1985	False
3548	1963	1999	False
2972	1965	2002	False
5494	1961	1987	False
1699	1965	2009	False
8130	1965	1960	False
6747	1963	1968	True
5881	1961	1983	False
7873	1962	1962	True
109	1965	2019	False
151	1960	2018	False
1358	1964	2011	False
1385	1961	2011	False
1246	1964	2012	False
3232	1964	2000	False
6328	1964	1970	True
6314	1961	1971	True
4840	1963	1991	False
7745	1962	1962	True
723	1965	2015	False
5579	1965	1986	False
6565	1965	1969	True
631	1964	2015	False
7225	1962	1965	True
7063	1965	1966	True
4192	1962	1995	False
7317	1962	1965	True
4491	1961	1993	False
5004	1965	1990	False
7550	1962	1963	True
1924	1961	2008	False
1624	1961	2009	False
4323	1964	1994	False
3660	1964	1998	False
5292	1964	1988	False
2186	1965	2006	False
5398	1965	1987	False
3797	1961	1997	False
7492	1965	1964	False
913	1965	2013	False
647	1963	2015	False
98	1965	2019	False
2705	1965	2003	False
5239	1965	1988	False
4949	1965	1990	False
1248	1965	2012	False
4860	1965	1991	False
6435	1964	1970	True
1103	1963	2012	False
7250	1965	1965	True
618	1965	2015	False
2235	1965	2006	False
3554	1965	1999	False
2012	1961	2007	False
1869	1965	2008	False
1873	1960	2008	False
6181	1962	1976	False
4124	1965	1995	False
2097	1963	2007	False
4181	1961	1995	False
2145	1961	2007	False
5139	1960	1989	False
1004	1960	2013	False
2199	1964	2006	False
4678	1960	1992	False
8184	1962	1960	False
1135	1964	2012	False
6858	1961	1967	True
206	1965	2018	False
5087	1961	1989	False
381	1960	2016	False
1037	1964	2013	False
3444	1964	1999	False
5802	1965	1985	False
3502	1961	1999	False
7144	1962	1966	True
1338	1964	2011	False
7682	1961	1963	True
2437	1964	2005	False
3698	1965	1998	False
7800	1962	1962	True
6301	1964	1971	True
6029	1961	1978	False
2077	1965	2007	False
5850	1965	1984	False
497	1961	2016	False
3012	1964	2002	False
3686	1964	1998	False
3648	1961	1998	False
5245	1961	1988	False
1367	1965	2011	False
3840	1965	1997	False
8095	1962	1960	False
1356	1964	2011	False
2349	1964	2005	False
6261	1963	1973	True
7909	1962	1961	False
134	1961	2019	False
6945	1962	1967	True
6933	1962	1967	True
7031	1962	1966	True
5330	1964	1988	False
6469	1965	1970	True
4747	1963	1991	False
2259	1964	2006	False
6619	1962	1969	True
3917	1965	1997	False
7988	1962	1961	False
2062	1961	2007	False
1314	1965	2011	False
7169	1962	1966	True
7003	1962	1967	True
5979	1962	1980	False
4715	1960	1992	False
6376	1961	1970	True
2096	1965	2007	False
3534	1962	1999	False
1607	1962	2010	False
3538	1965	1999	False
2665	1965	2004	False
2250	1963	2006	False
1900	1965	2008	False
2018	1964	2007	False
2474	1964	2005	False
2288	1961	2006	False
6412	1961	1970	True
6968	1962	1967	True
2137	1964	2007	False
4976	1960	1990	False
6718	1965	1968	True
3488	1963	1999	False
1261	1964	2011	False
4509	1965	1993	False
965	1965	2013	False
7608	1965	1963	False
7504	1961	1964	True
3658	1961	1998	False
812	1961	2014	False
3139	1965	2001	False
6201	1961	1975	False
1205	1963	2012	False
2615	1963	2004	False
1124	1965	2012	False
4403	1963	1994	False
1174	1963	2012	False
762	1965	2014	False
3951	1965	1996	False
2324	1961	2006	False
2748	1962	2003	False
7282	1962	1965	True
3745	1965	1998	False
6907	1962	1967	True
2499	1961	2005	False
4254	1964	1994	False
5160	1963	1989	False
1383	1965	2011	False
3469	1964	1999	False
6955	1965	1967	True
8040	1964	1961	False
6825	1963	1968	True
1943	1963	2008	False
6142	1962	1976	False
545	1963	2016	False
6975	1965	1967	True
212	1963	2018	False
4854	1964	1991	False
6339	1960	1970	True
2047	1965	2007	False
2146	1961	2007	False
1159	1964	2012	False
4842	1962	1991	False
1180	1965	2012	False
1531	1963	2010	False
1858	1965	2008	False
74	1963	2019	False
7327	1962	1965	True
1835	1961	2008	False
454	1961	2016	False
2223	1964	2006	False
7374	1962	1965	True
2903	1965	2002	False
3588	1965	1998	False
4718	1965	1991	False
5394	1960	1987	False
4009	1964	1996	False
1628	1965	2009	False
626	1961	2015	False
1515	1965	2010	False
650	1961	2015	False
2064	1963	2007	False
3280	1964	2000	False
2279	1961	2006	False
5421	1964	1987	False
7123	1965	1966	True
2016	1961	2007	False
2787	1964	2003	False
3074	1964	2001	False
70	1961	2019	False
6097	1961	1977	False
5465	1961	1987	False
6632	1962	1969	True
2190	1965	2006	False
1611	1965	2010	False
1904	1965	2008	False
2840	1965	2003	False
1126	1965	2012	False
5174	1962	1989	False
5776	1964	1985	False
1672	1960	2009	False
4170	1965	1995	False
1299	1960	2011	False
969	1965	2013	False
3206	1963	2001	False
799	1965	2014	False
7460	1965	1964	False
5722	1961	1985	False
3516	1965	1999	False
2278	1965	2006	False
4113	1965	1995	False
6732	1962	1968	True
6752	1962	1968	True
346	1964	2017	False
6317	1965	1971	True
5623	1961	1986	False
2479	1963	2005	False
3584	1965	1998	False
1392	1965	2011	False
4112	1961	1995	False
5714	1965	1985	False
1446	1961	2010	False
4423	1965	1993	False
